"host_since","host_response_time","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","latitude","longitude","bathrooms_text","accommodates","price","minimum_nights","availability_365","review_scores_rating","instant_bookable","reviews_per_month","room_typeEntire home/apt","room_typeHotel room","room_typePrivate room","room_typeShared room","neighbourhood_group_cleansedBronx","neighbourhood_group_cleansedBrooklyn","neighbourhood_group_cleansedManhattan","neighbourhood_group_cleansedQueens","neighbourhood_group_cleansedStaten Island","price_log"
2955,2,0,3,1,1,"Queens",40.75375,-73.87523,1,2,110,30,144,4.91,0,0.32,1,0,0,0,0,0,0,1,0,4.70048036579242
1618,4,1,2,1,0,"Queens",40.66353,-73.76727,1,3,95,1,325,4.77,1,8.29,1,0,0,0,0,0,0,1,0,4.55387689160054
1739,0,0,1,1,0,"Queens",40.72179,-73.84636,1,2,50,30,0,5,0,0.02,0,0,1,0,0,0,0,1,0,3.91202300542815
3138,3,0,3,1,1,"Manhattan",40.82107,-73.95475,1,4,150,4,60,5,0,0.25,1,0,0,0,0,0,1,0,0,5.01063529409626
3306,0,0,1,1,1,"Brooklyn",40.69208,-73.96042,1,3,300,30,0,4,0,0.05,1,0,0,0,0,1,0,0,0,5.7037824746562
2369,0,0,3,1,1,"Manhattan",40.7444,-73.98476,1,3,130,30,0,5,0,0.05,1,0,0,0,0,0,1,0,0,4.86753445045558
1928,0,0,1,1,0,"Manhattan",40.74387,-73.98288,1.5,6,339,30,0,4,0,0.05,1,0,0,0,0,0,1,0,0,5.82600010738045
3327,0,0,2,1,1,"Brooklyn",40.67223,-73.95279,1,2,85,30,0,0,0,0,1,0,0,0,0,1,0,0,0,4.44265125649032
1605,4,1,2,1,0,"Queens",40.71832,-73.81386,1,1,59,30,93,5,1,0.31,0,0,1,0,0,0,0,1,0,4.07753744390572
2839,0,0,1,1,1,"Manhattan",40.77836,-73.95373,1,3,150,30,0,5,1,0.1,1,0,0,0,0,0,1,0,0,5.01063529409626
1601,1,0,7,1,1,"Manhattan",40.81538,-73.9421,1,6,300,30,247,4.5,1,0.1,1,0,0,0,0,0,1,0,0,5.7037824746562
3911,0,0,2,1,1,"Brooklyn",40.69954,-73.94372,1,2,32,30,0,5,0,0.07,0,0,1,0,0,1,0,0,0,3.46573590279973
2112,0,0,1,1,0,"Manhattan",40.70882,-74.00631,1,2,150,30,0,0,0,0,1,0,0,0,0,0,1,0,0,5.01063529409626
2665,0,0,1,1,1,"Brooklyn",40.67929,-74.00107,1,2,60,90,0,4.67,0,0.07,1,0,0,0,0,1,0,0,0,4.0943445622221
1713,4,0,15,1,1,"Manhattan",40.74792,-73.98682,1,4,284,2,321,4.18,0,1.86,1,0,0,0,0,0,1,0,0,5.64897423816121
2179,0,0,2,1,0,"Manhattan",40.74174,-73.9994,2,1,78,30,0,5,0,0.05,0,0,1,0,0,0,1,0,0,4.35670882668959
2084,0,0,1,1,0,"Manhattan",40.7379,-73.98096,1,3,225,30,0,0,1,0.02,1,0,0,0,0,0,1,0,0,5.41610040220442
3389,0,0,2,1,1,"Manhattan",40.74125,-73.9748,1,2,150,30,0,5,0,0.05,1,0,0,0,0,0,1,0,0,5.01063529409626
1952,0,0,1,1,0,"Brooklyn",40.67522,-73.95391,2,1,22,30,0,5,0,0.05,0,0,1,0,0,1,0,0,0,3.09104245335832
1599,4,0,1,1,1,"Brooklyn",40.71427,-73.95424,1,3,144,3,171,4.74,0,3.37,1,0,0,0,0,1,0,0,0,4.969813299576
3424,0,0,1,1,1,"Queens",40.74814,-73.94507,2,4,300,5,0,5,0,0.02,1,0,0,0,0,0,0,1,0,5.7037824746562
1693,0,0,1,1,1,"Manhattan",40.80611,-73.96346,1,3,80,30,0,0,0,0,1,0,0,0,0,0,1,0,0,4.38202663467388
1602,0,0,1,1,1,"Manhattan",40.80214,-73.94301,2,6,399,5,154,4.95,1,1.55,1,0,0,0,0,0,1,0,0,5.98896141688986
3037,0,0,1,1,0,"Brooklyn",40.72741,-73.94692,1.5,1,69,30,0,4.67,0,0.07,0,0,1,0,0,1,0,0,0,4.23410650459726
3262,0,0,1,1,1,"Queens",40.72263,-73.73626,1,2,90,30,0,4.88,1,0.62,1,0,0,0,0,0,0,1,0,4.49980967033027
2506,2,0,1,1,1,"Brooklyn",40.62081,-74.03052,1,4,84,5,30,5,0,0.05,1,0,0,0,0,1,0,0,0,4.43081679884331
5066,0,0,1,1,1,"Manhattan",40.72179,-73.97777,1,2,150,5,0,5,0,0.21,1,0,0,0,0,0,1,0,0,5.01063529409626
1599,0,0,1,1,1,"Manhattan",40.77439,-73.9543,1,2,250,30,0,5,0,0.43,1,0,0,0,0,0,1,0,0,5.52146091786225
1599,0,0,1,1,0,"Brooklyn",40.68067,-73.97082,2.5,10,275,30,0,4.75,0,0.12,1,0,0,0,0,1,0,0,0,5.61677109766657
3236,0,0,1,1,0,"Manhattan",40.75721,-73.99621,1,3,300,30,0,5,0,0.02,1,0,0,0,0,0,1,0,0,5.7037824746562
2704,1,0,28,1,1,"Brooklyn",40.70865,-73.96876,2,4,250,180,215,0,0,0,1,0,0,0,0,1,0,0,0,5.52146091786225
2465,0,0,1,1,1,"Manhattan",40.76873,-73.98536,1,2,90,30,0,4.78,0,0.21,0,0,1,0,0,0,1,0,0,4.49980967033027
1902,3,0,7,1,1,"Manhattan",40.75672,-73.97214,1,4,593,1,305,5,0,0.07,0,1,0,0,0,0,1,0,0,6.38519439899773
3275,0,0,0,1,1,"Manhattan",40.7115,-73.99618,1,2,180,30,0,4.67,0,0.12,1,0,0,0,0,0,1,0,0,5.19295685089021
2578,0,0,5,0,1,"Manhattan",40.7938,-73.9421,1,6,80,30,0,3,1,0.07,1,0,0,0,0,0,1,0,0,4.38202663467388
2130,0,0,1,1,0,"Manhattan",40.80298,-73.96284,1,1,1300,30,0,0,0,0,0,0,1,0,0,0,1,0,0,7.17011954344963
1598,0,0,1,1,1,"Brooklyn",40.69615,-73.94374,1,4,175,30,0,1,0,0.02,1,0,0,0,0,1,0,0,0,5.16478597392351
1602,0,0,1,1,1,"Manhattan",40.72423,-74.00337,1,3,380,30,0,4.67,0,0.29,1,0,0,0,0,0,1,0,0,5.94017125272043
3396,0,0,1,1,1,"Manhattan",40.72848,-74.0042,1,2,150,30,0,4.38,0,0.45,1,0,0,0,0,0,1,0,0,5.01063529409626
1602,0,0,1,1,1,"Queens",40.69909,-73.90763,2,4,200,30,0,3,0,0.03,1,0,0,0,0,0,0,1,0,5.29831736654804
1598,0,0,1,1,1,"Manhattan",40.76209,-73.98931,1,1,60,30,0,3,0,0.02,0,0,1,0,0,0,1,0,0,4.0943445622221
1598,0,0,1,1,0,"Manhattan",40.82098,-73.93852,1,1,900,30,0,0,0,0,0,0,1,0,0,0,1,0,0,6.80239476332431
2901,0,0,1,1,1,"Brooklyn",40.69439,-73.93257,1,1,50,2,0,4,0,0.02,0,0,1,0,0,1,0,0,0,3.91202300542815
1668,4,0,62,1,1,"Manhattan",40.74916,-73.97562,1,2,525,2,261,4.19,1,0.4,1,0,0,0,0,0,1,0,0,6.26339826259162
4022,0,0,1,1,1,"Brooklyn",40.65813,-73.95356,2,5,200,30,0,0,0,0,1,0,0,0,0,1,0,0,0,5.29831736654804
1598,0,0,1,1,1,"Brooklyn",40.63568,-73.96237,1,1,40,53,0,0,0,0,0,0,1,0,0,1,0,0,0,3.68887945411394
3629,2,1,3,1,1,"Queens",40.76698,-73.90921,1,1,60,7,48,5,0,0.07,0,0,1,0,0,0,0,1,0,4.0943445622221
3618,1,0,1,1,0,"Brooklyn",40.71926,-73.96061,1,4,125,30,0,5,0,0.05,1,0,0,0,0,1,0,0,0,4.8283137373023
1612,0,0,0,1,0,"Queens",40.74384,-73.95059,1,2,28,30,0,5,0,0.07,0,0,1,0,0,0,0,1,0,3.3322045101752
2513,0,0,1,1,1,"Brooklyn",40.70235,-73.94338,1,2,92,30,0,5,0,0.02,0,0,1,0,0,1,0,0,0,4.52178857704904
4151,3,0,1,1,1,"Brooklyn",40.71099,-73.94709,1,1,73,30,23,4.55,0,0.48,0,0,1,0,0,1,0,0,0,4.29045944114839
1793,0,0,2,1,0,"Bronx",40.87647,-73.86468,1,3,189,30,365,4.84,1,2.02,1,0,0,0,1,0,0,0,0,5.24174701505964
3023,3,1,4,1,1,"Manhattan",40.76034,-73.97517,1,4,1299,2,364,5,0,0.21,1,0,0,0,0,0,1,0,0,7.1693500166706
3491,0,0,1,1,1,"Brooklyn",40.69975,-73.93554,1,1,60,30,0,5,1,0.05,0,0,1,0,0,1,0,0,0,4.0943445622221
4036,0,0,1,1,1,"Manhattan",40.72813,-73.97912,1,2,170,30,0,5,0,0.02,1,0,0,0,0,0,1,0,0,5.13579843705026
1597,1,0,1,1,0,"Manhattan",40.71968,-73.984,1,4,500,30,365,0,1,0.03,1,0,0,0,0,0,1,0,0,6.21460809842219
2451,0,0,1,1,0,"Manhattan",40.7209,-73.98375,1,3,100,30,0,5,0,0.05,1,0,0,0,0,0,1,0,0,4.60517018598809
3373,0,0,1,1,1,"Brooklyn",40.69067,-73.96009,1,2,50,30,0,0,0,0.02,0,0,1,0,0,1,0,0,0,3.91202300542815
2463,0,0,1,1,1,"Brooklyn",40.68148,-73.97981,1,2,125,30,0,5,0,0.05,1,0,0,0,0,1,0,0,0,4.8283137373023
2671,0,0,1,1,1,"Brooklyn",40.70165,-73.91355,1,1,55,2,0,5,0,0.03,0,0,1,0,0,1,0,0,0,4.00733318523247
1597,4,1,1,1,1,"Brooklyn",40.68868,-73.94167,1,2,50,5,186,4.65,1,2.11,0,0,1,0,0,1,0,0,0,3.91202300542815
3136,4,0,5,1,1,"Brooklyn",40.69216,-73.91093,1,2,93,2,28,4.75,1,1.43,0,0,1,0,0,1,0,0,0,4.53259949315326
1596,0,0,1,1,1,"Manhattan",40.7591,-73.99299,1,2,139,30,0,4.57,0,0.19,1,0,0,0,0,0,1,0,0,4.93447393313069
4294,0,0,1,1,1,"Brooklyn",40.70948,-73.96423,1,2,99,30,0,0,0,0,1,0,0,0,0,1,0,0,0,4.59511985013459
2983,4,0,3,1,1,"Manhattan",40.724,-73.98282,1,3,299,30,302,4.76,1,0.52,1,0,0,0,0,0,1,0,0,5.70044357339069
2818,0,0,1,1,1,"Brooklyn",40.66568,-73.99311,1,4,55,30,0,5,0,0.02,1,0,0,0,0,1,0,0,0,4.00733318523247
3218,0,0,1,1,1,"Manhattan",40.71268,-73.99916,1,3,250,7,0,5,0,0.06,1,0,0,0,0,0,1,0,0,5.52146091786225
1596,4,0,1,1,1,"Manhattan",40.78582,-73.94878,1,1,65,30,209,5,0,0.19,0,0,1,0,0,0,1,0,0,4.17438726989564
1596,3,1,1,1,0,"Brooklyn",40.60193,-73.94901,1,6,179,3,97,4.77,0,1.49,1,0,0,0,0,1,0,0,0,5.18738580584075
1598,4,0,1,1,1,"Brooklyn",40.69707,-73.94505,1,2,75,3,154,4.71,0,1.39,0,0,1,0,0,1,0,0,0,4.31748811353631
3261,1,0,2,1,1,"Manhattan",40.7982,-73.93809,1,5,100,30,113,5,0,0.05,1,0,0,0,0,0,1,0,0,4.60517018598809
1763,3,0,176,1,1,"Queens",40.72609,-73.85876,1,2,38,30,26,0,0,0,0,0,1,0,0,0,0,1,0,3.63758615972639
1763,3,0,176,1,1,"Queens",40.74257,-73.89468,1,2,58,30,1,4,0,0.05,0,0,1,0,0,0,0,1,0,4.06044301054642
3023,3,1,4,1,1,"Manhattan",40.76217,-73.97349,1,2,849,2,361,5,0,0.06,1,0,0,0,0,0,1,0,0,6.74405918631135
2806,4,1,2,1,1,"Manhattan",40.80689,-73.94827,1,2,80,2,45,4.96,0,4.48,0,0,1,0,0,0,1,0,0,4.38202663467388
1596,0,0,1,1,1,"Bronx",40.88756,-73.90338,1,3,35,30,0,4.5,0,0.07,0,0,1,0,1,0,0,0,0,3.55534806148941
2124,3,0,1,1,0,"Manhattan",40.75142,-73.99457,1,4,144,30,216,4.71,1,1.21,1,0,0,0,0,0,1,0,0,4.969813299576
1596,3,1,1,1,0,"Queens",40.71405,-73.707,1,2,89,1,81,4.84,0,0.91,0,0,1,0,0,0,0,1,0,4.48863636973214
1595,4,1,1,1,1,"Queens",40.73096,-73.80357,1,2,77,3,42,4.7,1,1.84,1,0,0,0,0,0,0,1,0,4.34380542185368
3023,3,1,4,1,1,"Manhattan",40.76212,-73.97377,2,6,2499,2,364,5,0,0.16,1,0,0,0,0,0,1,0,0,7.82364593083495
4171,4,0,1,1,1,"Brooklyn",40.6903,-73.96429,1,1,73,30,23,5,0,0.84,0,0,1,0,0,1,0,0,0,4.29045944114839
2317,0,0,1,1,1,"Brooklyn",40.6889,-73.97916,1,2,250,4,0,5,0,0.12,1,0,0,0,0,1,0,0,0,5.52146091786225
2464,4,0,1,1,1,"Queens",40.7409,-73.92407,1,3,95,4,3,5,1,0.34,1,0,0,0,0,0,0,1,0,4.55387689160054
4292,0,0,2,1,1,"Manhattan",40.71642,-73.99003,2,6,400,3,0,5,0,0.05,1,0,0,0,0,0,1,0,0,5.99146454710798
2582,0,0,1,1,1,"Brooklyn",40.71763,-73.94208,1,1,37,30,0,0,0,0,0,0,1,0,0,1,0,0,0,3.61091791264422
2329,4,0,3322,1,1,"Manhattan",40.752621,-73.989754,1,2,286,31,291,0,1,0,1,0,0,0,0,0,1,0,0,5.65599181081985
2329,4,0,3322,1,1,"Manhattan",40.752621,-73.989754,1,2,529,31,0,0,1,0,1,0,0,0,0,0,1,0,0,6.2709884318583
1594,0,0,1,1,0,"Queens",40.73329,-73.87643,1,2,190,30,0,0,0,0.02,1,0,0,0,0,0,0,1,0,5.24702407216049
2431,0,0,1,1,1,"Brooklyn",40.72277,-73.94639,1,1,50,30,0,5,0,0.02,0,0,1,0,0,1,0,0,0,3.91202300542815
1594,0,0,1,1,0,"Manhattan",40.78976,-73.94703,1,3,68,30,0,1,0,0.03,0,0,0,1,0,0,1,0,0,4.21950770517611
3672,4,0,4,1,1,"Queens",40.77593,-73.9161,1,2,300,1,54,4.5,1,0.11,1,0,0,0,0,0,0,1,0,5.7037824746562
3438,0,0,6,1,1,"Manhattan",40.8215,-73.95312,1,2,58,30,0,4.78,0,0.22,0,0,1,0,0,0,1,0,0,4.06044301054642
3438,0,0,6,1,1,"Manhattan",40.82128,-73.95344,1,2,80,30,0,4.55,0,0.28,0,0,1,0,0,0,1,0,0,4.38202663467388
2455,0,0,4,1,1,"Brooklyn",40.70247,-73.92837,1.5,1,19,30,0,5,0,0.04,0,0,0,1,0,1,0,0,0,2.94443897916644
1812,0,0,1,1,1,"Queens",40.74732,-73.93761,1.5,1,45,30,0,0,0,0.02,0,0,1,0,0,0,0,1,0,3.80666248977032
2455,0,0,4,1,1,"Brooklyn",40.70271,-73.92899,1.5,1,19,30,0,5,1,0.05,0,0,0,1,0,1,0,0,0,2.94443897916644
3438,0,0,6,1,1,"Manhattan",40.8232,-73.95491,1,3,68,30,0,4,0,0.44,0,0,1,0,0,0,1,0,0,4.21950770517611
1605,0,0,4,1,1,"Queens",40.70407,-73.74892,1,2,61,30,0,4.92,0,0.29,0,0,1,0,0,0,0,1,0,4.11087386417331
1593,0,0,1,1,1,"Brooklyn",40.67777,-73.94089,1,7,200,30,0,2,0,0.02,0,0,1,0,0,1,0,0,0,5.29831736654804
3904,4,0,3,1,1,"Brooklyn",40.70765,-73.94257,1,2,999,30,365,5,1,0.68,0,0,1,0,0,1,0,0,0,6.90675477864855
3904,4,0,3,1,1,"Brooklyn",40.70765,-73.94257,1,5,1899,90,365,5,1,0.2,1,0,0,0,0,1,0,0,0,7.54908271081229
1593,0,0,2,1,1,"Brooklyn",40.69383,-73.92907,1,2,48,30,0,4.58,0,1.37,0,0,1,0,0,1,0,0,0,3.87120101090789
3956,0,0,1,1,1,"Brooklyn",40.67272,-73.9647,1,1,48,30,0,5,0,0.05,0,0,1,0,0,1,0,0,0,3.87120101090789
1593,0,0,1,1,1,"Manhattan",40.74757,-73.99084,3,2,50,30,0,0,0,0,0,0,1,0,0,0,1,0,0,3.91202300542815
1637,1,0,8,1,1,"Manhattan",40.75597,-73.99839,1,3,249,30,365,4.45,0,0.7,0,0,1,0,0,0,1,0,0,5.51745289646471
3336,0,0,2,1,1,"Brooklyn",40.69355,-73.9266,1,4,150,30,0,5,0,0.02,1,0,0,0,0,1,0,0,0,5.01063529409626
2647,0,0,1,1,1,"Brooklyn",40.66583,-73.95878,1.5,2,48,30,0,3,0,0.02,0,0,1,0,0,1,0,0,0,3.87120101090789
3179,0,0,1,1,0,"Brooklyn",40.69559,-73.9502,1,4,64,30,0,0,0,0,1,0,0,0,0,1,0,0,0,4.15888308335967
3986,3,0,2,1,1,"Brooklyn",40.6782,-74.00489,1,3,90,30,30,5,1,0.71,1,0,0,0,0,1,0,0,0,4.49980967033027
3014,0,0,2,1,1,"Brooklyn",40.69961,-73.93544,1,4,100,30,0,4.57,0,0.34,1,0,0,0,0,1,0,0,0,4.60517018598809
2258,4,0,4,1,1,"Brooklyn",40.61036,-73.97199,2,6,335,4,139,3,1,0.11,1,0,0,0,0,1,0,0,0,5.81413053182507
1618,4,1,1,1,0,"Queens",40.67611,-73.79704,1,2,90,2,90,4.9,1,3.71,1,0,0,0,0,0,0,1,0,4.49980967033027
1593,4,1,1,1,1,"Brooklyn",40.69529,-73.93189,1,2,114,3,73,4.91,0,2.78,1,0,0,0,0,1,0,0,0,4.7361984483945
1756,0,0,1,1,1,"Brooklyn",40.73182,-73.95607,1,2,123,30,0,5,0,0.1,1,0,0,0,0,1,0,0,0,4.81218435537242
3642,0,0,1,1,1,"Manhattan",40.80315,-73.94709,1,2,50,30,0,5,0,0.03,0,0,0,1,0,0,1,0,0,3.91202300542815
3228,0,0,2,1,1,"Manhattan",40.77384,-73.98816,1,2,200,7,0,0,0,0,1,0,0,0,0,0,1,0,0,5.29831736654804
1592,0,0,2,1,1,"Brooklyn",40.67683,-73.9328,1,1,63,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4.14313472639153
3144,4,1,2,1,1,"Bronx",40.90066,-73.78551,1,2,82,2,242,4.92,0,1.58,0,0,1,0,1,0,0,0,0,4.40671924726425
1620,4,1,1,1,0,"Queens",40.74815,-73.8773,1,2,55,3,43,4.95,0,2.77,0,0,1,0,0,0,0,1,0,4.00733318523247
1592,3,0,1,1,1,"Queens",40.69281,-73.76156,1,2,93,7,247,4.74,1,1.25,1,0,0,0,0,0,0,1,0,4.53259949315326
2709,4,1,3,1,1,"Brooklyn",40.71566,-73.96195,1,3,175,2,216,4.94,0,3.24,1,0,0,0,0,1,0,0,0,5.16478597392351
4918,3,0,3,1,1,"Brooklyn",40.6817,-73.94003,1,2,71,1,195,4.56,0,0.86,0,0,1,0,0,1,0,0,0,4.26267987704132
3866,4,0,3,1,1,"Brooklyn",40.68996,-73.9533,1,4,100,2,246,4.64,0,0.34,0,0,1,0,0,1,0,0,0,4.60517018598809
3191,0,0,1,1,1,"Queens",40.75779,-73.92856,1,4,70,3,0,5,0,0.19,1,0,0,0,0,0,0,1,0,4.24849524204936
2348,2,0,3,1,0,"Brooklyn",40.68512,-73.9516,1,2,83,30,49,4.55,0,0.3,1,0,0,0,0,1,0,0,0,4.4188406077966
2519,3,0,4,1,1,"Brooklyn",40.67874,-73.95426,1,1,55,30,318,4.67,0,0.16,0,0,1,0,0,1,0,0,0,4.00733318523247
1614,0,0,2,1,1,"Manhattan",40.82413,-73.94233,1,2,202,1,0,5,0,0.05,0,0,1,0,0,0,1,0,0,5.30826769740121
2329,4,0,3322,1,1,"Manhattan",40.715794,-74.005875,1,4,862,31,296,0,1,0,1,0,0,0,0,0,1,0,0,6.75925527066369
3793,3,1,1,1,1,"Manhattan",40.72622,-74.0013,1,5,215,30,266,4.82,0,1.08,1,0,0,0,0,0,1,0,0,5.37063802812766
1637,1,0,8,1,1,"Manhattan",40.75469,-73.99625,1,2,199,30,365,4.06,0,1.26,0,0,1,0,0,0,1,0,0,5.29330482472449
1598,2,0,3,1,1,"Brooklyn",40.69093,-73.931,1,2,71,30,338,4.65,1,0.56,0,0,1,0,0,1,0,0,0,4.26267987704132
1591,4,0,9,1,1,"Queens",40.66862,-73.78285,1,3,73,1,354,4.83,0,5.98,0,0,1,0,0,0,0,1,0,4.29045944114839
1670,0,0,1,1,1,"Manhattan",40.75162,-73.98703,1,5,249,30,0,4.8,0,0.24,1,0,0,0,0,0,1,0,0,5.51745289646471
1591,3,0,3,1,0,"Bronx",40.82994,-73.89126,1,4,140,30,150,4.89,0,1.65,1,0,0,0,1,0,0,0,0,4.9416424226093
1591,4,0,9,1,1,"Queens",40.66666,-73.78418,1,2,50,1,0,4.63,0,6.53,0,0,1,0,0,0,0,1,0,3.91202300542815
4007,0,0,1,1,1,"Brooklyn",40.69173,-73.94821,1,3,68,30,0,4.75,0,0.1,1,0,0,0,0,1,0,0,0,4.21950770517611
2099,0,0,3,1,0,"Queens",40.65357,-73.73668,1,1,42,30,0,5,0,0.14,0,0,1,0,0,0,0,1,0,3.73766961828337
4273,0,0,2,1,1,"Manhattan",40.71868,-74.0081,1,4,200,30,0,5,0,0.05,1,0,0,0,0,0,1,0,0,5.29831736654804
1590,0,0,1,1,1,"Manhattan",40.78569,-73.94275,1,2,60,30,0,4.8,0,0.14,0,0,1,0,0,0,1,0,0,4.0943445622221
1614,0,0,1,1,1,"Staten Island",40.58935,-74.07147,1.5,1,75,30,0,4.67,1,0.46,0,0,1,0,0,0,0,0,1,4.31748811353631
1598,2,0,3,1,1,"Brooklyn",40.68934,-73.9293,1,2,55,30,338,4.25,0,0.79,0,0,1,0,0,1,0,0,0,4.00733318523247
2432,0,0,1,1,0,"Brooklyn",40.7147,-73.95102,1,1,70,30,0,0,1,0,0,0,1,0,0,1,0,0,0,4.24849524204936
1778,3,1,1,1,1,"Queens",40.77182,-73.91788,1,2,160,30,78,4.56,0,0.22,1,0,0,0,0,0,0,1,0,5.07517381523383
1707,3,1,1,1,1,"Brooklyn",40.65963,-73.89749,1,2,85,1,108,4.9,0,2.15,0,0,1,0,0,1,0,0,0,4.44265125649032
2909,4,1,3,1,1,"Staten Island",40.64024,-74.08538,1,2,65,4,337,4.67,0,0.58,0,0,1,0,0,0,0,0,1,4.17438726989564
3272,4,0,1,1,1,"Manhattan",40.72563,-73.97505,1,2,133,30,117,4.68,0,1.45,1,0,0,0,0,0,1,0,0,4.89034912822175
3468,4,0,2,1,0,"Brooklyn",40.68083,-73.97,3,10,700,31,131,4.83,0,0.49,1,0,0,0,0,1,0,0,0,6.5510803350434
2205,0,0,1,1,1,"Manhattan",40.80538,-73.96518,1,1,150,30,0,0,0,0,0,0,1,0,0,0,1,0,0,5.01063529409626
2420,0,0,1,1,1,"Brooklyn",40.72604,-73.95463,1,2,45,30,0,5,1,0.05,0,0,1,0,0,1,0,0,0,3.80666248977032
2861,4,0,4,1,1,"Brooklyn",40.64149,-73.93961,1,1,67,1,340,4.74,1,2.14,0,0,1,0,0,1,0,0,0,4.20469261939097
3528,3,0,2,1,1,"Manhattan",40.80488,-73.94882,1,4,95,30,249,4.75,0,1.27,1,0,0,0,0,0,1,0,0,4.55387689160054
3494,0,0,1,1,1,"Brooklyn",40.68597,-73.9544,2,2,56,1,0,4.97,0,0.93,0,0,1,0,0,1,0,0,0,4.02535169073515
3111,0,0,1,1,1,"Manhattan",40.73921,-73.98998,2,2,125,30,0,5,0,0.05,0,0,1,0,0,0,1,0,0,4.8283137373023
4327,0,0,1,1,1,"Brooklyn",40.70767,-73.9464,1,3,189,2,0,5,1,0.12,1,0,0,0,0,1,0,0,0,5.24174701505964
2589,0,0,1,1,1,"Manhattan",40.76769,-73.98513,1,2,175,1,0,5,0,0.44,1,0,0,0,0,0,1,0,0,5.16478597392351
1591,4,0,9,1,1,"Queens",40.6683,-73.78371,1,2,54,1,353,4.81,0,5.4,0,0,1,0,0,0,0,1,0,3.98898404656427
1589,4,0,1,1,1,"Manhattan",40.80643,-73.99021,1,4,205,2,173,4.85,0,2.06,1,0,0,0,0,0,1,0,0,5.32300997913841
4006,0,0,1,1,0,"Manhattan",40.76575,-73.98826,1,2,47,30,0,5,0,0.03,0,0,1,0,0,0,1,0,0,3.85014760171006
1884,3,1,2,1,1,"Brooklyn",40.64068,-73.97023,1,1,53,3,80,4.75,0,0.21,0,0,0,1,0,1,0,0,0,3.97029191355212
2922,0,0,1,1,1,"Queens",40.72964,-73.82672,1,2,41,2,0,4.89,1,0.22,1,0,0,0,0,0,0,1,0,3.71357206670431
1910,0,0,1,1,1,"Brooklyn",40.691,-73.95362,1,3,200,30,0,0,0,0.03,1,0,0,0,0,1,0,0,0,5.29831736654804
1598,2,0,3,1,1,"Brooklyn",40.68932,-73.93082,1,2,57,30,307,4.59,0,0.92,0,0,1,0,0,1,0,0,0,4.04305126783455
1589,4,0,1,1,0,"Manhattan",40.7411,-73.9802,1.5,6,779,30,90,5,1,0.05,1,0,0,0,0,0,1,0,0,6.65801104587075
4303,0,0,1,1,1,"Manhattan",40.71335,-73.99066,1,1,60,30,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0943445622221
4159,4,0,2,1,1,"Brooklyn",40.67791,-74.01346,1,2,156,1,239,4.65,0,5.32,1,0,0,0,0,1,0,0,0,5.04985600724954
1605,0,0,4,1,1,"Queens",40.70588,-73.74936,1,1,46,30,0,4.29,0,0.17,0,0,1,0,0,0,0,1,0,3.8286413964891
3122,3,0,1,1,0,"Manhattan",40.76068,-73.99419,1,2,150,60,217,5,0,0.16,1,0,0,0,0,0,1,0,0,5.01063529409626
3864,4,1,0,1,1,"Queens",40.72141,-73.85509,1,1,60,1,149,5,0,1.23,0,0,1,0,0,0,0,1,0,4.0943445622221
1589,0,0,1,1,1,"Manhattan",40.70776,-74.01692,1,2,300,30,0,5,0,0.13,1,0,0,0,0,0,1,0,0,5.7037824746562
1588,0,0,3,1,1,"Brooklyn",40.61399,-73.99787,1,1,47,3,150,4.37,0,0.46,0,0,1,0,0,1,0,0,0,3.85014760171006
2542,0,0,2,1,0,"Brooklyn",40.66254,-73.91655,1,1,45,2,0,4.69,1,0.41,0,0,1,0,0,1,0,0,0,3.80666248977032
3629,2,1,3,1,1,"Queens",40.76758,-73.91122,1,1,90,2,63,5,0,0.08,0,0,1,0,0,0,0,1,0,4.49980967033027
3088,0,0,2,1,1,"Brooklyn",40.68061,-74.00066,1,2,100,30,0,0,0,0,1,0,0,0,0,1,0,0,0,4.60517018598809
3946,4,0,3,1,0,"Manhattan",40.72898,-73.98413,1,2,235,30,247,4.57,0,0.21,1,0,0,0,0,0,1,0,0,5.45958551414416
3501,0,0,1,1,1,"Manhattan",40.73595,-73.98243,1,2,150,30,0,0,0,0,0,0,1,0,0,0,1,0,0,5.01063529409626
2711,0,0,1,1,1,"Manhattan",40.74997,-73.97086,1,2,215,30,0,4.71,1,0.58,0,0,1,0,0,0,1,0,0,5.37063802812766
2451,4,1,1,1,1,"Brooklyn",40.68529,-73.92167,1,4,118,2,147,4.88,0,1.85,1,0,0,0,0,1,0,0,0,4.77068462446567
2136,4,1,133,1,1,"Queens",40.74682,-73.90679,2,2,122,30,324,4.89,0,0.25,0,0,1,0,0,0,0,1,0,4.80402104473326
2574,0,0,1,1,1,"Queens",40.73133,-73.85782,1,4,88,30,365,0,0,0,0,0,1,0,0,0,0,1,0,4.47733681447821
1587,0,0,1,1,0,"Brooklyn",40.69587,-73.92074,1,2,60,30,0,4.78,0,0.22,0,0,1,0,0,1,0,0,0,4.0943445622221
1589,2,0,1,1,1,"Brooklyn",40.64379,-73.94762,2,6,213,4,66,4.47,0,2.37,1,0,0,0,0,1,0,0,0,5.36129216570943
