"host_since","host_response_time","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","bathrooms_text","accommodates","minimum_nights","availability_365","review_scores_rating","instant_bookable","reviews_per_month","room_typeEntire home/apt","room_typeHotel room","room_typePrivate room","room_typeShared room","neighbourhood_group_cleansedBronx","neighbourhood_group_cleansedBrooklyn","neighbourhood_group_cleansedManhattan","neighbourhood_group_cleansedQueens","neighbourhood_group_cleansedStaten Island","price_log"
1470,0,0,1,1,1,2,6,5,0,4.52,0,0.85,1,0,0,0,0,0,1,0,0,5.85507192220243
3673,1,0,2,1,1,1,2,30,28,4.82,0,0.3,0,0,1,0,0,1,0,0,0,3.93182563272433
2537,4,0,0,1,1,1,4,1,173,5,0,3.33,1,0,0,0,0,1,0,0,0,4.44265125649032
1455,0,0,1,1,1,1,3,2,276,4.65,0,1.46,0,0,1,0,0,0,0,1,0,4.70048036579242
1455,0,0,1,1,1,1,6,31,0,0,0,0,1,0,0,0,0,0,1,0,0,5.80211837537706
1639,4,0,19,1,1,1,2,1,362,4.35,1,2.52,0,1,0,0,0,0,1,0,0,5.40267738187228
3003,0,0,5,1,1,1,2,1,0,5,0,0.14,1,0,0,0,0,0,1,0,0,6.19440539110467
3187,2,0,1,1,1,3.5,16,30,178,5,0,0.08,1,0,0,0,0,1,0,0,0,8.29404964010203
3322,4,1,2,1,1,1.5,2,5,218,5,0,0.44,0,0,1,0,1,0,0,0,0,3.78418963391826
2329,4,0,3322,1,1,2,4,31,305,0,1,0,1,0,0,0,0,0,1,0,0,6.23244801655052
2329,4,0,3322,1,1,2,4,31,273,3,1,0.09,1,0,0,0,0,0,1,0,0,6.33327962813969
2092,0,0,1,1,0,1,2,30,0,0,1,0,0,0,1,0,0,0,0,1,0,4.49980967033027
1454,0,0,1,1,1,1,2,30,0,4.59,0,0.6,1,0,0,0,0,0,1,0,0,5.39362754635236
2837,4,0,4,1,1,1,2,2,333,4.6,1,2.55,0,0,1,0,1,0,0,0,0,4.35670882668959
1542,0,0,2,1,1,1,4,30,0,0,0,0,0,0,1,0,0,1,0,0,0,3.80666248977032
2910,4,1,0,1,1,1,4,2,287,4.87,0,2.44,1,0,0,0,0,1,0,0,0,4.40671924726425
1454,3,0,0,1,0,1,6,3,296,4.75,0,1.34,1,0,0,0,0,1,0,0,0,5.07517381523383
2019,3,1,2,1,0,1,2,1,119,4.63,0,0.26,1,0,0,0,0,1,0,0,0,4.85981240436167
1789,4,0,3,1,1,1,1,2,5,5,0,0.41,0,0,1,0,0,0,0,1,0,3.80666248977032
1789,4,0,3,1,1,1,1,6,16,5,0,0.32,0,0,1,0,0,0,0,1,0,3.73766961828337
2331,1,0,4,1,0,1,1,30,115,4.31,0,0.35,0,0,1,0,0,0,0,1,0,3.68887945411394
1453,0,0,4,1,0,1,4,3,0,4.65,1,1,1,0,0,0,0,1,0,0,0,4.9416424226093
1959,4,1,2,1,1,1,2,1,48,4.82,0,5.68,1,0,0,0,0,0,0,1,0,4.43081679884331
3850,0,0,1,1,0,1,4,30,0,5,0,0.32,1,0,0,0,0,1,0,0,0,5.39362754635236
3072,0,0,1,1,0,1,1,1,0,4.83,0,0.16,0,0,1,0,0,1,0,0,0,3.46573590279973
2836,0,0,1,1,1,1,2,30,0,5,0,0.12,1,0,0,0,0,0,1,0,0,5.01063529409626
3299,4,0,3,1,1,1,4,2,90,4.81,0,1.03,1,0,0,0,0,0,0,1,0,5.11198778835654
3555,3,1,2,1,1,1,4,30,0,5,0,0.03,1,0,0,0,0,0,1,0,0,5.85793315448346
3100,2,0,2,1,1,2,4,3,35,4.83,0,0.22,1,0,0,0,0,0,1,0,0,5.82894561761021
2858,0,0,2,1,1,1,4,2,0,4.59,0,1.32,0,0,1,0,1,0,0,0,0,4.97673374242057
3439,4,0,9,1,1,1,2,30,278,0,0,0.03,0,0,1,0,0,1,0,0,0,3.52636052461616
4244,2,0,2,1,1,2,1,30,0,0,0,0,0,0,1,0,0,1,0,0,0,4.48863636973214
4305,4,1,1,1,1,2,6,30,67,5,1,0.09,1,0,0,0,0,1,0,0,0,5.19295685089021
3611,0,0,1,1,1,1.5,6,30,0,5,0,0.08,1,0,0,0,0,0,0,1,0,5.19295685089021
1699,4,1,2,1,0,1,2,30,112,4.91,0,0.31,1,0,0,0,0,0,1,0,0,5.22035582507832
1452,1,0,2,1,0,1.5,6,2,180,4.2,0,0.14,1,0,0,0,0,1,0,0,0,5.85793315448346
3809,2,0,1,1,1,1,2,30,17,5,0,0.13,1,0,0,0,0,0,1,0,0,5.29831736654804
1481,0,0,1,1,0,1,2,30,0,4.67,0,0.16,0,0,1,0,0,1,0,0,0,3.80666248977032
1894,4,0,3,1,0,1,2,4,330,4.75,0,1.57,1,0,0,0,0,0,0,0,1,4.77068462446567
1452,4,0,2,1,0,1,3,3,74,4.68,0,1.94,1,0,0,0,0,0,1,0,0,4.68213122712422
2539,0,0,1,1,1,2,4,30,28,5,1,0.09,1,0,0,0,0,0,1,0,0,5.52146091786225
4334,0,0,1,1,1,1,1,80,0,4.86,0,0.38,0,0,1,0,0,1,0,0,0,3.68887945411394
2239,2,0,1,1,1,1,2,30,79,5,0,0.38,0,0,0,1,0,0,0,1,0,4.38202663467388
2041,3,1,4,1,1,1,2,30,334,5,1,0.38,1,0,0,0,0,0,1,0,0,5.96614673912369
3809,0,0,1,1,0,1,1,30,0,0,0,0,0,0,1,0,0,0,0,1,0,3.80666248977032
2683,4,0,5,1,1,1,3,5,26,4.71,1,1.03,1,0,0,0,0,0,0,1,0,4.69134788222914
3563,4,0,3,1,0,1,4,3,243,4.64,0,2.31,1,0,0,0,1,0,0,0,0,4.59511985013459
2338,0,0,1,1,1,1,3,2,0,5,1,0.08,1,0,0,0,0,0,1,0,0,5.52146091786225
3515,4,1,2,1,0,2,5,30,36,4.95,0,1.24,1,0,0,0,0,0,0,1,0,5.52146091786225
1451,3,0,2,1,1,1,4,30,213,5,0,0.22,1,0,0,0,0,0,1,0,0,5.61677109766657
1451,2,0,1,1,0,1,2,1,359,4.52,1,5.21,0,0,1,0,0,0,0,1,0,4.07753744390572
2643,4,1,1,1,1,1,2,2,76,4.94,0,3.43,0,0,1,0,0,1,0,0,0,4.80402104473326
1469,4,1,2,1,0,1,3,5,39,4.9,1,1.41,1,0,0,0,0,1,0,0,0,4.91265488573605
2193,0,0,1,1,1,1,4,30,0,4.91,0,0.64,1,0,0,0,0,1,0,0,0,5.01063529409626
3051,4,1,2,1,1,1,2,5,0,4.59,0,0.8,0,0,1,0,0,0,1,0,0,4.29045944114839
2808,1,0,2,1,1,1,1,1,359,4.75,0,0.11,0,0,1,0,1,0,0,0,0,4.00733318523247
2870,3,1,1,1,1,1,2,5,0,4.93,0,0.83,1,0,0,0,0,0,1,0,0,6.08449941307517
1452,1,0,2,1,1,1,2,30,89,4.57,1,2.1,0,0,1,0,0,1,0,0,0,4.26267987704132
2256,3,0,2,1,1,1,1,30,365,5,0,0.03,0,0,1,0,0,0,0,1,0,4.55387689160054
2300,0,0,1,1,0,1,4,30,0,5,0,0.05,1,0,0,0,0,1,0,0,0,4.74493212836325
2731,0,0,7,1,1,4,1,30,0,4.57,1,0.94,0,0,1,0,0,0,0,1,0,3.89182029811063
2013,4,0,33,1,1,1,2,2,361,4.25,1,0.11,0,0,1,0,0,1,0,0,0,4.14313472639153
3228,4,0,1,1,0,1,1,90,58,4.83,0,0.3,0,0,1,0,0,0,1,0,0,4.43081679884331
2645,0,0,1,1,1,1,5,30,0,5,0,0.05,1,0,0,0,0,1,0,0,0,4.60517018598809
3051,4,1,2,1,1,1,2,1,131,4.77,0,4.06,0,0,1,0,0,0,1,0,0,4.65396035015752
3456,0,0,1,1,1,1,2,30,0,0,1,0.03,1,0,0,0,0,0,1,0,0,5.16478597392351
3688,3,0,1,1,1,1,2,4,10,5,0,0.13,1,0,0,0,0,1,0,0,0,5.01063529409626
3731,0,0,1,1,1,2,5,30,261,5,1,0.1,1,0,0,0,0,0,1,0,0,5.10594547390058
1554,0,0,1,1,1,1,5,30,0,4.38,0,1.52,1,0,0,0,0,0,1,0,0,5.59471137960184
3547,3,1,4,1,1,1,2,30,343,4.75,1,0.22,0,0,1,0,0,1,0,0,0,4.55387689160054
2492,0,0,1,1,1,1,1,30,0,0,0,0,0,0,1,0,0,1,0,0,0,4.9416424226093
2952,4,0,11,1,1,1,1,1,193,4.25,0,1.76,0,0,0,1,1,0,0,0,0,3.55534806148941
2725,4,1,9,1,1,1,1,30,123,4.27,1,0.36,0,0,1,0,0,1,0,0,0,3.71357206670431
3191,0,0,1,1,1,1,1,30,0,0,0,0,0,0,1,0,0,0,1,0,0,4.60517018598809
2725,4,1,9,1,1,1,1,60,108,4.73,1,0.33,0,0,1,0,0,1,0,0,0,3.87120101090789
2952,4,0,11,1,1,1,1,1,179,4.35,0,1.45,0,0,0,1,1,0,0,0,0,3.55534806148941
3624,0,0,1,1,1,2,4,180,324,5,0,0.03,1,0,0,0,0,0,1,0,0,6.05208916892442
1450,0,0,1,1,1,1,1,30,0,5,0,0.03,0,0,1,0,1,0,0,0,0,4.0943445622221
2557,2,0,3,1,1,1,4,60,302,0,0,0,1,0,0,0,0,0,1,0,0,4.90527477843843
1462,4,0,2,1,0,1,2,3,227,4.81,1,3.99,0,0,1,0,0,0,1,0,0,4.55387689160054
3344,0,0,1,1,1,1,2,30,0,0,0,0,1,0,0,0,1,0,0,0,0,4.44265125649032
3749,4,0,9,1,1,1,2,4,308,4.73,0,0.6,1,0,0,0,0,0,1,0,0,5.2257466737132
3174,2,0,1,1,1,1,2,30,72,4.79,0,1.14,0,0,1,0,0,0,0,1,0,4.31748811353631
3027,0,0,1,1,1,1,3,30,0,0,0,0,1,0,0,0,0,1,0,0,0,5.29831736654804
1449,4,1,1,1,1,1,3,2,208,4.91,1,3.58,1,0,0,0,0,1,0,0,0,4.77068462446567
3883,0,0,1,1,1,2.5,4,30,0,5,0,0.08,1,0,0,0,0,1,0,0,0,5.46383180502561
2122,0,0,3,1,0,1,1,30,0,0,1,0,0,0,1,0,0,0,1,0,0,4.60517018598809
3860,2,0,0,1,1,1,1,60,23,4.8,0,0.27,1,0,0,0,0,1,0,0,0,4.49980967033027
3853,0,0,1,1,1,1,2,90,0,0,0,0,0,0,1,0,0,0,0,1,0,3.68887945411394
2665,4,0,1,1,1,1,5,1,70,4.72,0,3.9,1,0,0,0,0,1,0,0,0,5.51342874616498
1449,0,0,1,1,0,1,2,30,0,4.13,0,0.22,0,0,1,0,0,1,0,0,0,4.00733318523247
2625,0,0,1,1,1,1,2,30,0,4.08,0,0.38,0,0,1,0,0,1,0,0,0,3.98898404656427
4038,0,0,4,1,1,1,3,3,0,5,0,0.06,1,0,0,0,0,0,1,0,0,5.19295685089021
2758,0,0,1,1,1,1,2,30,0,5,1,0.31,1,0,0,0,0,0,1,0,0,5.10594547390058
1494,0,0,2,1,1,1,2,30,0,5,0,0.11,0,0,1,0,0,0,1,0,0,4.17438726989564
1451,0,0,1,1,1,1,3,2,0,4.88,0,0.3,1,0,0,0,0,1,0,0,0,5.57972982598622
2207,4,0,4,1,1,1,1,1,362,4.4,0,1.2,0,0,1,0,0,0,0,1,0,4.15888308335967
3926,0,0,1,1,1,1,3,30,0,5,0,0.08,1,0,0,0,0,0,1,0,0,5.01063529409626
2526,3,1,1,1,0,1,4,3,156,4.81,0,0.73,1,0,0,0,0,0,0,1,0,6.0282785202307
1656,2,0,1,1,0,1,1,30,88,4.88,1,0.22,0,0,1,0,0,0,0,1,0,3.91202300542815
3118,0,0,2,1,0,1.5,1,30,0,5,0,0.06,0,0,1,0,0,0,1,0,0,5.01063529409626
1921,0,0,1,1,1,2,6,3,0,4.86,0,1.78,1,0,0,0,0,0,1,0,0,6.16961073249146
1582,0,0,2,1,0,1,1,30,0,4.88,0,1.12,0,0,1,0,0,0,0,1,0,3.40119738166216
3090,3,0,1,1,0,1,5,30,350,4.92,0,0.71,1,0,0,0,0,1,0,0,0,4.8283137373023
1450,4,1,1,1,0,1.5,2,2,8,4.88,1,0.89,0,0,1,0,0,0,0,1,0,4.44265125649032
1447,0,0,0,1,0,0,1,30,0,5,0,0.11,0,0,1,0,0,0,0,1,0,4.0943445622221
3197,3,0,202,1,1,2.5,2,30,0,2,0,0.03,0,0,1,0,0,0,0,1,0,3.49650756146648
1447,3,1,0,1,0,1,2,1,363,5,0,0.31,1,0,0,0,0,0,1,0,0,6.37842618365159
4311,0,0,1,1,1,2.5,2,30,0,5,0,0.1,1,0,0,0,0,0,1,0,0,7.13089883029635
3423,4,0,1,1,1,1,2,30,28,4.98,0,1.11,1,0,0,0,0,1,0,0,0,4.38202663467388
1446,0,0,0,1,0,1.5,1,30,0,0,0,0,0,0,1,0,0,0,1,0,0,4.24849524204936
1446,4,0,1,1,0,2.5,8,30,248,4.52,0,0.7,1,0,0,0,1,0,0,0,0,5.16478597392351
3445,2,0,2,1,1,1,2,30,82,5,0,0.11,1,0,0,0,0,1,0,0,0,4.59511985013459
3503,3,0,8,1,1,1,2,1,359,4.69,0,0.35,0,0,1,0,0,1,0,0,0,4.59511985013459
1496,0,0,1,1,1,3.5,4,30,0,0,0,0,1,0,0,0,0,0,0,0,1,6.47697236288968
1459,0,0,1,1,1,1,5,30,0,4.82,0,0.79,1,0,0,0,0,0,1,0,0,5.52146091786225
2833,0,0,2,1,1,1,2,30,0,4.77,0,0.82,0,0,1,0,0,1,0,0,0,4.00733318523247
1446,4,0,5,1,1,2,12,4,165,4.52,0,1.65,1,0,0,0,0,1,0,0,0,6.13339804299665
2833,0,0,2,1,1,1,2,30,0,4.78,0,1.39,0,0,1,0,0,1,0,0,0,4.23410650459726
4133,0,0,1,1,1,1,2,30,0,5,0,0.03,0,0,1,0,0,0,1,0,0,4.60517018598809
3920,0,0,0,1,1,1,2,5,154,5,0,0.03,1,0,0,0,0,1,0,0,0,5.29831736654804
3148,4,0,2,1,1,1,1,4,7,5,1,0.22,0,0,1,0,0,1,0,0,0,4.24849524204936
2653,4,1,1,1,1,1,2,15,365,4.71,1,0.21,1,0,0,0,0,0,0,0,1,4.74493212836325
3170,0,0,1,1,1,1,2,30,0,0,0,0.03,1,0,0,0,0,0,1,0,0,4.38202663467388
3110,0,0,2,1,1,1,4,30,0,4.25,0,0.11,1,0,0,0,0,0,1,0,0,5.24702407216049
2927,4,0,3,1,1,1,4,10,44,0,0,0,1,0,0,0,0,0,0,0,1,5.55682806169954
1864,4,1,2,1,1,1,4,3,71,4.95,1,1.82,1,0,0,0,0,0,0,0,1,5.20948615284142
2450,4,0,3,1,1,1,2,30,179,0,0,0,1,0,0,0,0,0,0,1,0,5.07517381523383
4027,0,0,1,1,1,1,2,5,0,5,0,0.03,0,0,1,0,0,1,0,0,0,4.17438726989564
2731,0,0,7,1,1,4,2,30,0,4.86,1,1.36,0,0,1,0,0,0,0,1,0,4.00733318523247
1446,4,0,5,1,1,2,12,4,299,4.75,0,1.1,1,0,0,0,0,1,0,0,0,6.08904487544685
1470,4,0,1,1,1,1,2,1,15,4.67,0,0.48,0,0,1,0,0,0,1,0,0,4.23410650459726
1446,4,0,5,1,1,4,16,4,172,4.95,0,0.56,1,0,0,0,0,1,0,0,0,6.67834211465433
2286,4,0,60,1,1,2,5,30,277,5,0,0.11,1,0,0,0,0,0,1,0,0,5.85793315448346
3183,4,0,1,1,1,1,2,30,33,5,0,0.49,0,0,1,0,0,1,0,0,0,4.53259949315326
2894,0,0,1,1,1,1,4,7,0,0,1,0,1,0,0,0,1,0,0,0,0,4.77912349311153
2286,4,0,60,1,1,2,5,30,277,4.5,0,0.07,1,0,0,0,0,0,1,0,0,5.92692602597041
2331,0,0,1,1,1,1.5,1,30,0,0,0,0.03,0,0,1,0,0,1,0,0,0,2.99573227355399
4546,4,0,1,1,1,2.5,6,30,264,5,0,0.09,1,0,0,0,0,1,0,0,0,5.16478597392351
1450,0,0,1,1,1,1,3,30,0,4.47,0,0.41,1,0,0,0,0,0,1,0,0,4.60517018598809
3052,0,0,6,1,1,1,1,90,0,0,0,0,0,0,1,0,0,0,1,0,0,3.95124371858143
4191,1,0,4,1,1,1,2,28,0,4,1,0.1,1,0,0,0,0,1,0,0,0,4.74493212836325
3292,4,1,2,1,1,1,4,30,0,5,0,0.47,1,0,0,0,0,1,0,0,0,5.29831736654804
3550,3,0,1,1,0,1,2,2,305,5,0,0.31,1,0,0,0,0,0,1,0,0,5.16478597392351
1797,0,0,1,1,0,2,2,30,0,0,0,0,0,0,1,0,0,1,0,0,0,4.55387689160054
1444,0,0,1,1,0,1,1,30,0,0,0,0,0,0,1,0,0,0,1,0,0,4.8283137373023
2346,0,0,5,1,1,1,5,30,285,4.4,0,0.19,1,0,0,0,0,0,1,0,0,5.52146091786225
3697,0,0,2,1,1,1,1,90,0,5,0,0.32,0,0,1,0,0,0,1,0,0,3.73766961828337
2747,4,0,1,1,1,1,6,2,92,4.7,1,0.92,1,0,0,0,0,1,0,0,0,5.02388052084628
2528,4,0,2,1,0,1,1,2,56,4.88,0,0.9,0,0,1,0,0,1,0,0,0,4.38202663467388
3316,0,0,1,1,1,1,3,30,0,4.89,1,0.55,1,0,0,0,0,1,0,0,0,4.52178857704904
1523,4,0,1,1,1,1,2,1,62,4.68,0,1.45,0,0,1,0,0,1,0,0,0,4.04305126783455
3022,4,0,2,1,1,1,2,2,40,4.83,1,2.46,1,0,0,0,0,0,1,0,0,4.78749174278205
2577,3,1,3,1,1,1,1,7,30,5,1,0.81,0,0,1,0,0,0,0,1,0,3.89182029811063
4382,0,0,2,1,1,1,4,30,0,5,1,0.14,1,0,0,0,0,1,0,0,0,5.27299955856375
2542,4,0,1,1,1,1,2,3,68,4.74,1,3.11,0,0,1,0,0,1,0,0,0,4.51085950651685
3552,2,0,1,1,1,1,4,2,11,4.94,0,1.47,1,0,0,0,0,1,0,0,0,5.26269018890489
1444,3,0,1,1,1,2.5,6,30,89,5,0,0.23,1,0,0,0,0,0,1,0,0,4.78749174278205
3733,4,1,0,1,1,1,4,30,178,5,0,0.29,1,0,0,0,0,1,0,0,0,4.77068462446567
2115,2,0,2,1,1,1,1,14,82,4.79,0,0.78,0,0,1,0,0,0,1,0,0,3.73766961828337
2496,2,1,2,1,1,1,3,3,31,4.73,0,1.09,1,0,0,0,0,1,0,0,0,4.65396035015752
2286,4,0,60,1,1,1,3,30,277,4.78,0,0.38,1,0,0,0,0,0,1,0,0,5.22035582507832
3046,0,0,1,1,1,1,1,30,0,4.63,1,1.19,0,0,1,0,0,0,1,0,0,4.31748811353631
1920,0,0,1,1,0,1,3,1,306,4.64,0,0.33,0,0,1,0,0,0,0,1,0,4.38202663467388
3941,0,0,0,1,1,1,2,14,0,4.75,0,0.22,1,0,0,0,0,0,1,0,0,5.39362754635236
1823,4,0,2,1,1,1,2,5,49,4.75,0,0.22,1,0,0,0,0,1,0,0,0,5.25749537202778
3933,0,0,1,1,1,1,5,1,0,4.79,0,0.38,1,0,0,0,0,1,0,0,0,5.89715386763674
3492,4,0,1,1,1,1,2,4,24,4.4,0,0.45,1,0,0,0,0,1,0,0,0,4.8283137373023
3292,4,1,2,1,1,1,4,4,0,4.81,0,0.75,0,0,1,0,0,1,0,0,0,5.16478597392351
1443,4,0,6,1,0,2,2,1,80,4.68,1,3.31,0,0,1,0,0,1,0,0,0,4.52178857704904
1788,0,0,2,1,0,1,4,2,0,4.97,0,1.09,1,0,0,0,0,0,0,1,0,4.44265125649032
1443,0,0,1,1,0,1,2,30,0,0,0,0.03,1,0,0,0,0,0,1,0,0,4.90527477843843
1475,0,0,2,1,0,1,1,30,0,5,0,0.06,0,0,1,0,0,0,1,0,0,4.07753744390572
2412,4,1,0,1,0,1,1,30,1,5,0,0.32,0,0,1,0,0,0,0,1,0,3.61091791264422
1442,0,0,1,1,1,1,4,30,0,5,0,0.03,1,0,0,0,0,0,1,0,0,4.99721227376411
1462,0,0,1,1,1,1,2,30,0,0,0,0,0,0,1,0,0,0,0,1,0,4.00733318523247
4078,3,0,2,1,1,1.5,4,5,16,4.71,1,0.73,1,0,0,0,0,0,1,0,0,5.10594547390058
2552,0,0,1,1,0,1,2,30,185,5,0,0.09,1,0,0,0,0,1,0,0,0,4.78749174278205
2286,4,0,60,1,1,1,3,30,307,5,0,0.03,1,0,0,0,0,0,1,0,0,5.34710753071747
1442,0,0,1,1,1,1,6,2,0,4.91,1,0.63,1,0,0,0,0,0,0,1,0,5.52146091786225
2286,4,0,60,1,1,1,3,30,277,0,0,0,1,0,0,0,0,0,1,0,0,5.34710753071747
3352,0,0,1,1,1,1,1,30,0,4.44,1,0.24,1,0,0,0,0,0,1,0,0,5.01063529409626
2286,4,0,60,1,1,1,3,30,307,4.6,0,0.16,1,0,0,0,0,0,1,0,0,5.16478597392351
1442,0,0,8,1,1,1,4,1,154,4.79,1,1.04,1,0,0,0,0,0,0,1,0,4.60517018598809
3893,0,0,1,1,1,2,4,30,0,4.95,1,0.57,1,0,0,0,0,1,0,0,0,5.16478597392351
2286,4,0,60,1,1,1,3,30,156,4.38,0,0.33,1,0,0,0,0,0,1,0,0,5.16478597392351
2277,0,0,1,1,1,1,2,30,0,4.83,0,0.17,1,0,0,0,0,0,1,0,0,5.19295685089021
1766,4,0,1,1,1,1,2,2,351,4.72,1,1.89,1,0,0,0,0,0,0,1,0,4.65396035015752
2522,2,0,4,1,1,1,3,30,212,5,0,0.17,1,0,0,0,0,0,1,0,0,4.90527477843843
1442,0,0,1,1,0,1,2,1,0,4.49,0,1.06,1,0,0,0,0,1,0,0,0,5.01063529409626
2286,4,0,60,1,1,2,4,30,278,5,0,0.19,1,0,0,0,0,0,1,0,0,5.92692602597041
2286,4,0,60,1,1,1,3,30,278,4.83,0,0.17,1,0,0,0,0,0,1,0,0,5.4380793089232
2286,4,0,60,1,1,1,3,30,247,5,0,0.19,1,0,0,0,0,0,1,0,0,5.45958551414416
1441,0,0,1,1,0,1,4,30,0,0,0,0,1,0,0,0,0,1,0,0,0,7.46737106691756
1663,4,0,1,1,0,1,3,20,319,4.78,1,0.32,1,0,0,0,0,0,1,0,0,5.25227342804663
2286,4,0,60,1,1,1,3,30,154,4.7,0,0.31,1,0,0,0,0,0,1,0,0,5.22035582507832
2368,0,0,1,1,1,1,4,30,0,2.5,0,0.06,1,0,0,0,0,0,1,0,0,5.7037824746562
2467,0,0,1,1,1,1,2,30,0,4.77,0,0.63,1,0,0,0,0,0,1,0,0,4.86753445045558
1441,2,0,0,1,0,1,2,1,349,0,0,0,0,0,1,0,1,0,0,0,0,4.0943445622221
2871,0,0,1,1,1,1,2,5,0,5,0,0.33,1,0,0,0,0,1,0,0,0,4.90527477843843
2286,4,0,60,1,1,2,6,30,276,4.75,0,0.21,1,0,0,0,0,0,1,0,0,6.13122648948314
2133,4,0,1,1,1,1,4,2,137,4.65,1,4.67,1,0,0,0,0,0,0,1,0,4.27666611901606
4530,2,0,6,1,1,1,3,30,344,5,1,0.06,1,0,0,0,0,1,0,0,0,5.01063529409626
2286,4,0,60,1,1,1,3,30,156,5,0,0.14,1,0,0,0,0,0,1,0,0,5.19295685089021
2234,0,0,1,1,1,1,2,30,0,4.83,1,0.17,0,0,1,0,0,0,1,0,0,4.70048036579242
2286,4,0,60,1,1,1,3,30,247,4.7,0,0.31,1,0,0,0,0,0,1,0,0,5.19295685089021
2978,3,0,1,1,1,2,6,30,29,5,0,0.09,1,0,0,0,0,0,1,0,0,6.39692965521615
3209,0,0,1,1,0,1,2,2,0,5,0,0.14,1,0,0,0,1,0,0,0,0,4.17438726989564
1713,4,0,15,1,1,1,5,2,272,4.29,0,2.19,1,0,0,0,0,0,1,0,0,5.4971682252932
1440,0,0,1,1,1,1,3,30,0,5,0,0.08,0,0,1,0,0,0,0,1,0,4.07753744390572
1440,4,1,1,1,0,1,6,3,347,4.73,0,1.04,1,0,0,0,0,0,0,1,0,5.16478597392351
1439,0,0,3,1,0,1,1,30,0,0,0,0,0,0,1,0,0,1,0,0,0,4.38202663467388
2311,4,0,7,1,1,1.5,2,1,43,4.76,1,1.51,0,0,1,0,1,0,0,0,0,4.85981240436167
2013,4,0,33,1,1,1,2,3,355,5,1,0.06,0,0,1,0,0,1,0,0,0,4.04305126783455
2013,4,0,33,1,1,1,2,2,354,5,1,0.09,0,0,1,0,0,1,0,0,0,3.98898404656427
4072,0,0,0,1,1,1,2,30,0,4.82,1,0.56,1,0,0,0,0,1,0,0,0,4.49980967033027
1609,4,1,4,1,1,1,2,3,264,4.85,0,1.83,0,0,1,0,0,1,0,0,0,3.76120011569356
1877,0,0,2,1,1,2,3,30,0,0,0,0,0,0,0,1,0,0,1,0,0,5.99146454710798
1439,0,0,1,1,1,1,2,5,123,4.9,0,2.23,1,0,0,0,1,0,0,0,0,5.01063529409626
1439,4,0,9,1,1,1,2,30,40,4.72,0,1.64,0,0,1,0,0,0,0,1,0,3.36729582998647
1441,2,0,1,1,1,2,2,1,63,4.75,0,0.13,0,0,1,0,0,1,0,0,0,4.38202663467388
1439,4,0,9,1,1,1,3,30,175,4.77,0,2.01,0,0,1,0,0,0,0,1,0,3.43398720448515
1439,4,0,9,1,1,1,1,30,31,4.63,0,2.12,0,0,1,0,0,0,0,1,0,3.46573590279973
1440,0,0,1,1,0,1,2,30,0,4.92,0,1.03,1,0,0,0,0,1,0,0,0,4.60517018598809
1439,0,0,1,1,0,1,1,30,0,0,0,0,0,0,1,0,0,1,0,0,0,3.85014760171006
1657,4,1,1,1,0,1,2,2,100,4.92,0,3.48,1,0,0,0,0,1,0,0,0,4.46590811865458
3436,1,0,1,1,1,1,1,6,34,4.94,0,1,0,0,1,0,0,0,1,0,0,4.86753445045558
4942,3,0,5,1,1,1,1,60,0,4.58,0,0.34,0,0,1,0,0,1,0,0,0,3.29583686600433
1439,0,0,1,1,0,1.5,1,30,0,4.56,0,0.25,0,0,1,0,0,0,0,1,0,4.00733318523247
1439,0,0,1,1,1,1,4,30,87,0,0,0,0,0,1,0,0,1,0,0,0,5.61677109766657
3872,4,0,0,1,1,1,2,3,0,5,0,0.69,1,0,0,0,0,1,0,0,0,5.85793315448346
3617,3,1,1,1,1,1,5,30,117,4.91,0,2.63,1,0,0,0,0,1,0,0,0,4.86753445045558
4102,0,0,1,1,0,1,2,30,0,5,0,0.03,1,0,0,0,0,1,0,0,0,4.90527477843843
2263,0,0,1,1,1,1,2,30,0,5,1,0.03,1,0,0,0,0,0,1,0,0,5.29831736654804
1442,0,0,8,1,1,2,2,1,154,4.91,1,1.24,0,0,1,0,0,0,0,1,0,4.00733318523247
1813,0,0,2,1,1,1,2,30,0,5,1,0.06,1,0,0,0,0,1,0,0,0,4.60517018598809
1439,4,1,1,1,0,1,2,1,298,4.92,0,7.04,0,0,1,0,0,0,0,1,0,4.47733681447821
3431,0,0,2,1,1,1,4,30,0,5,0,0.08,1,0,0,0,0,0,1,0,0,5.52146091786225
2247,4,0,5,1,1,1,4,2,279,4.82,0,1.13,1,0,0,0,0,1,0,0,0,4.70048036579242
1439,4,0,9,1,1,1,2,30,0,4.67,0,1.55,0,0,1,0,0,0,0,1,0,3.55534806148941
1439,0,0,1,1,1,1,2,30,0,4.53,0,0.47,0,0,1,0,0,0,1,0,0,4.66343909411207
1493,0,0,1,1,1,2,2,30,0,4.64,0,0.3,0,0,1,0,0,1,0,0,0,4.23410650459726
3715,0,0,0,1,1,1.5,2,3,0,4.6,0,0.14,0,0,1,0,0,1,0,0,0,4.17438726989564
2458,0,0,1,1,0,1,4,30,0,0,0,0,0,0,1,0,0,1,0,0,0,7.3132203870903
2746,2,0,1,1,1,1,2,30,302,4.58,0,0.69,1,0,0,0,0,0,1,0,0,4.49980967033027
