"host_since","host_response_time","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","bathrooms_text","accommodates","minimum_nights","availability_365","review_scores_rating","instant_bookable","reviews_per_month","room_typeEntire home/apt","room_typeHotel room","room_typePrivate room","room_typeShared room","neighbourhood_group_cleansedBronx","neighbourhood_group_cleansedBrooklyn","neighbourhood_group_cleansedManhattan","neighbourhood_group_cleansedQueens","neighbourhood_group_cleansedStaten Island","price_log"
3818,0,0,2,1,1,1,4,265,0,4.47,0,0.21,1,0,0,0,0,1,0,0,0,5.29330482472449
3818,0,0,2,1,1,1,4,300,0,4.54,0,0.14,1,0,0,0,0,1,0,0,0,5.41610040220442
3818,0,0,1,1,1,1,2,2,0,4.53,1,0.81,0,0,1,0,0,0,1,0,0,3.80666248977032
3818,0,0,1,1,1,1,3,30,0,3.5,0,0.03,1,0,0,0,0,0,1,0,0,5.41610040220442
3827,3,1,2,1,0,1,2,30,190,4.76,0,0.63,0,0,1,0,0,1,0,0,0,4.40671924726425
3893,0,0,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0943445622221
3817,0,0,1,1,1,1,2,30,0,4.82,0,0.12,1,0,0,0,0,1,0,0,0,4.77912349311153
4893,2,0,4,1,1,1,7,30,248,5,0,0.04,1,0,0,0,0,0,1,0,0,5.22035582507832
3826,0,0,1,1,1,1,2,30,0,4.75,0,0.07,0,0,1,0,0,1,0,0,0,4.0943445622221
3836,0,0,1,1,1,1,2,2,0,4.69,0,0.28,0,0,1,0,0,1,0,0,0,4.17438726989564
3852,2,0,3,1,1,1,2,4,0,4.5,0,0.32,1,0,0,0,0,0,1,0,0,4.49980967033027
4326,0,0,4,1,0,1.5,2,30,0,0,1,0,0,0,1,0,0,1,0,0,0,5.10594547390058
3816,4,0,1,1,1,1,4,3,192,4.67,1,1.81,1,0,0,0,0,0,1,0,0,4.78749174278205
4016,0,0,1,1,1,1,2,30,0,4.33,0,0.03,1,0,0,0,0,1,0,0,0,5.09375020080676
4271,0,0,1,1,1,1,2,30,0,4.94,0,0.38,1,0,0,0,0,0,1,0,0,5.06259503302697
3813,2,0,1,1,1,1,3,30,0,4.53,0,0.14,1,0,0,0,0,0,1,0,0,5.15329159449778
3812,4,0,2,1,1,2,6,30,70,4.69,1,0.52,1,0,0,0,0,0,1,0,0,6.05208916892442
3812,4,1,1,1,1,1,2,3,16,4.94,1,0.16,0,0,1,0,0,1,0,0,0,4.81218435537242
3812,0,0,1,1,1,1,1,30,0,5,0,0.04,1,0,0,0,0,1,0,0,0,4.14313472639153
4255,4,0,1,1,1,1.5,4,3,7,4.73,0,0.17,1,0,0,0,0,1,0,0,0,5.7037824746562
3811,2,1,1,1,1,1,2,2,241,4.93,0,0.51,0,0,1,0,0,1,0,0,0,4.58496747867057
3858,3,1,3,1,1,1,1,5,0,4.95,1,0.67,0,0,1,0,0,1,0,0,0,3.91202300542815
3810,3,0,1,1,0,1,2,3,339,4.76,0,0.29,0,0,1,0,0,0,0,1,0,4.15888308335967
3810,3,0,1,1,1,1,2,30,24,4.45,0,0.22,1,0,0,0,0,1,0,0,0,5.01063529409626
3845,2,0,1,1,1,1,3,14,69,4.92,0,0.32,1,0,0,0,0,1,0,0,0,5.52146091786225
4219,4,0,1,1,1,1,2,6,189,4.94,0,1.49,0,0,1,0,0,0,1,0,0,4.53259949315326
3810,0,0,1,1,1,1,2,30,0,4.87,0,0.18,0,0,1,0,0,1,0,0,0,4.0943445622221
3809,2,0,1,1,1,1.5,3,30,11,5,0,0.09,1,0,0,0,0,0,1,0,0,5.85507192220243
3809,2,0,1,1,1,1,4,30,250,4.71,0,0.08,1,0,0,0,0,0,1,0,0,5.19295685089021
3831,2,0,2,1,1,1,6,30,306,4.8,0,0.04,1,0,0,0,0,1,0,0,0,5.06259503302697
3808,4,0,1,1,0,1,5,3,28,4.9,1,0.86,1,0,0,0,0,1,0,0,0,5.49306144334055
4240,0,0,1,1,1,1,3,30,0,4.85,0,1.18,0,0,1,0,0,1,0,0,0,5.10594547390058
3808,2,0,2,1,1,1,2,3,122,4.89,0,0.56,1,0,0,0,0,0,1,0,0,5.70044357339069
3808,2,0,1,1,1,1,2,30,226,4.95,0,0.4,1,0,0,0,0,1,0,0,0,5.07517381523383
3807,3,0,1,1,0,1,1,30,365,4.29,0,0.64,0,0,1,0,0,0,1,0,0,4.48863636973214
3807,3,1,2,1,1,1,4,3,186,4.76,0,2.95,1,0,0,0,0,0,1,0,0,4.90527477843843
3807,0,0,0,1,1,2,5,30,0,0,0,0,1,0,0,0,0,0,1,0,0,6.68461172766793
3957,4,1,1,1,1,1,2,30,150,4.86,0,0.2,1,0,0,0,0,0,1,0,0,4.20469261939097
4252,3,1,3,1,1,1,3,30,306,4.45,0,0.69,0,0,1,0,0,1,0,0,0,4.69134788222914
4115,3,0,2,1,1,1,2,2,26,5,0,0.78,0,0,1,0,0,1,0,0,0,4.93447393313069
3805,0,0,0,1,1,1,2,60,0,4.38,0,0.51,1,0,0,0,0,0,1,0,0,4.69134788222914
4732,4,0,1,1,1,1,4,30,307,4.88,0,0.83,1,0,0,0,0,0,1,0,0,5.70044357339069
3805,4,0,1,1,1,1,2,5,100,4.79,1,0.26,1,0,0,0,0,0,1,0,0,5.18178355029209
3811,2,0,4,1,0,1,2,30,276,4.44,0,0.24,0,0,1,0,0,0,0,1,0,4.04305126783455
3805,0,0,1,1,1,1,2,30,0,4.52,0,0.21,1,0,0,0,0,0,1,0,0,4.68213122712422
3805,4,0,3,1,1,1,2,2,108,4.52,0,0.74,0,0,1,0,0,0,1,0,0,4.74493212836325
3805,4,0,3,1,1,1,2,2,154,4.56,0,0.58,0,0,1,0,0,0,1,0,0,4.74493212836325
3804,3,1,1,1,1,1,2,3,336,4.67,0,1.23,0,0,0,1,0,0,1,0,0,4.17438726989564
3805,4,0,3,1,1,1,2,2,142,4.59,0,0.38,0,0,1,0,0,0,1,0,0,4.74493212836325
3805,4,0,3,1,1,1,2,2,59,4.57,0,0.53,0,0,1,0,0,0,1,0,0,4.59511985013459
3496,2,0,1,1,1,1.5,2,30,351,4.71,0,0.34,0,0,1,0,0,1,0,0,0,4.00733318523247
4500,0,0,1,1,1,0,2,2,0,5,0,0.06,1,0,0,0,0,0,1,0,0,4.79579054559674
3803,4,1,3,1,1,1,2,3,250,4.73,0,1.19,0,0,1,0,0,1,0,0,0,4.68213122712422
5041,0,0,1,1,1,1,4,30,0,5,1,0.01,1,0,0,0,0,1,0,0,0,5.41610040220442
3827,0,0,1,1,0,1,2,30,123,4.67,0,0.1,1,0,0,0,0,1,0,0,0,4.49980967033027
3803,0,0,1,1,1,1,4,30,0,4.87,0,0.37,1,0,0,0,0,1,0,0,0,5.13579843705026
4892,3,0,1,1,1,1,2,3,56,4.89,0,0.32,0,0,1,0,0,1,0,0,0,5.16478597392351
3803,4,0,1,1,1,1,2,21,240,4,0,0.06,1,0,0,0,0,1,0,0,0,4.44265125649032
3802,0,1,1,1,1,1,2,2,0,4.95,0,2.52,0,0,1,0,0,0,1,0,0,5.04342511691925
4860,4,0,1,1,1,1,2,1,9,4.85,0,3.6,0,0,1,0,0,0,1,0,0,4.99043258677874
3802,0,0,1,1,1,1,1,30,0,4.86,0,0.07,0,0,1,0,0,1,0,0,0,4.24849524204936
3801,2,0,1,1,1,1,2,5,0,4.87,0,0.2,1,0,0,0,0,1,0,0,0,5.10594547390058
4299,2,0,2,1,1,1,2,21,45,4.8,0,0.82,0,0,1,0,0,0,1,0,0,4.7361984483945
4796,4,0,2,1,1,1,2,30,30,4.85,0,1.67,0,0,1,0,0,1,0,0,0,3.66356164612965
3815,1,0,1,1,1,1,2,30,37,4.71,0,0.73,0,0,1,0,0,1,0,0,0,4.24849524204936
3852,2,0,3,1,1,1,2,4,0,4.62,0,0.39,1,0,0,0,0,0,1,0,0,4.49980967033027
4187,4,0,1,1,1,1,2,30,277,0,0,0,1,0,0,0,0,1,0,0,0,4.31748811353631
3799,0,0,1,1,0,1,4,3,0,4.82,0,0.1,1,0,0,0,0,1,0,0,0,5.01063529409626
3799,0,0,1,1,1,1,3,30,0,4.26,0,0.46,1,0,0,0,0,0,1,0,0,4.44265125649032
3798,0,0,1,1,1,1,2,30,0,4.33,0,0.11,1,0,0,0,0,0,1,0,0,5.00394630594546
4102,0,0,1,1,1,1,3,30,0,0,0,0.01,1,0,0,0,0,0,1,0,0,5.52146091786225
3798,0,0,1,1,1,1,3,10,0,4.58,0,0.24,1,0,0,0,0,0,1,0,0,5.41610040220442
3796,4,0,1,1,1,2,6,2,270,4.93,0,0.54,1,0,0,0,0,0,0,1,0,5.93753620508243
4579,4,1,2,1,1,1,2,5,52,4.69,0,2.35,1,0,0,0,0,1,0,0,0,5.22035582507832
4608,3,1,2,1,1,1,2,7,101,4.67,0,0.44,1,0,0,0,0,1,0,0,0,4.8283137373023
4513,0,0,1,1,1,1,5,2,0,4.82,1,0.13,1,0,0,0,0,1,0,0,0,5.29831736654804
3794,2,0,1,1,1,1,3,30,309,4.38,0,0.08,1,0,0,0,0,0,1,0,0,5.92692602597041
3794,2,0,1,1,1,1,3,7,228,4.76,0,0.16,1,0,0,0,0,0,1,0,0,5.85507192220243
3794,2,1,2,1,1,2.5,4,5,299,4.86,0,0.8,1,0,0,0,0,0,1,0,0,6.62007320653036
3794,0,0,1,1,1,1,2,30,0,4.81,0,0.14,1,0,0,0,0,1,0,0,0,4.59511985013459
3794,0,0,1,1,1,1,4,30,0,4.91,0,0.19,1,0,0,0,0,1,0,0,0,4.44265125649032
3970,0,0,1,1,1,1,4,30,0,4.53,0,0.52,1,0,0,0,0,0,1,0,0,5.04342511691925
4020,0,0,1,1,1,1,2,30,0,4.81,0,0.2,1,0,0,0,0,0,1,0,0,5.01063529409626
4700,0,0,1,1,1,1,2,30,0,4,0,0.01,1,0,0,0,0,0,1,0,0,5.01063529409626
3811,2,0,4,1,0,1,2,30,181,4.75,0,0.15,0,0,1,0,0,0,0,1,0,4.38202663467388
4346,2,0,3,1,1,1,7,30,275,4.52,0,2.58,1,0,0,0,0,1,0,0,0,4.65396035015752
4285,0,0,1,1,1,0,2,3,0,4.75,1,0.08,1,0,0,0,0,1,0,0,0,4.60517018598809
3790,0,0,1,1,1,1,2,30,0,4.5,0,0.02,0,0,1,0,0,1,0,0,0,4.0943445622221
3790,3,1,1,1,0,1.5,7,30,250,4.95,0,0.88,1,0,0,0,0,0,1,0,0,5.85793315448346
3922,3,0,1,1,1,1,2,2,0,4.73,0,2.18,0,0,1,0,0,0,1,0,0,4.07753744390572
3840,1,0,1,1,1,1,2,89,336,4.9,0,0.11,1,0,0,0,0,0,1,0,0,4.8283137373023
3789,2,0,1,1,1,1,2,6,137,4.77,0,0.55,1,0,0,0,0,0,1,0,0,4.49980967033027
3789,0,0,1,1,1,1,4,30,0,4.75,0,0.18,1,0,0,0,0,1,0,0,0,4.60517018598809
3789,4,0,2,1,1,1,3,1,128,4.69,0,2.92,1,0,0,0,0,0,1,0,0,5.26269018890489
3796,2,0,0,1,1,1.5,2,3,231,4.84,0,0.6,0,0,1,0,0,1,0,0,0,4.33073334028633
3811,2,0,4,1,0,1,2,30,302,4.63,0,0.4,0,0,1,0,0,0,0,1,0,4.15888308335967
3788,4,0,1,1,1,1,2,3,5,4.41,0,0.54,1,0,0,0,0,1,0,0,0,4.60517018598809
4705,0,0,1,1,1,1,4,30,0,4.7,0,0.74,1,0,0,0,0,1,0,0,0,5.52146091786225
3954,2,0,2,1,0,1,1,2,276,4.82,0,0.41,0,0,1,0,0,1,0,0,0,4.23410650459726
3788,3,0,2,1,1,1,7,3,74,4.86,0,1.94,1,0,0,0,0,1,0,0,0,4.96284463025991
4592,3,1,4,1,1,2,8,30,179,4.56,0,0.44,1,0,0,0,0,1,0,0,0,5.29330482472449
3787,4,1,1,1,0,1,2,30,169,4.56,0,0.25,1,0,0,0,0,0,1,0,0,4.78749174278205
3954,2,0,2,1,0,1,2,25,233,4.65,1,0.35,1,0,0,0,0,1,0,0,0,5.00394630594546
3787,4,0,2,1,1,1,3,2,0,4.93,0,0.51,1,0,0,0,0,0,1,0,0,5.63121178182137
3787,4,1,1,1,1,1,2,30,123,4.85,0,0.13,1,0,0,0,0,0,1,0,0,5.11198778835654
3914,4,0,2,1,1,1,6,2,161,4.49,1,0.79,1,0,0,0,0,1,0,0,0,5.37989735354046
3786,4,1,1,1,1,1,1,2,330,4.93,0,1.89,0,0,1,0,0,1,0,0,0,4.44265125649032
3786,3,0,1,1,0,1,2,30,305,4.92,0,0.46,1,0,0,0,0,0,1,0,0,4.61512051684126
3785,2,0,2,1,1,1,1,7,108,4.64,0,0.86,0,0,1,0,0,0,1,0,0,4.06044301054642
3784,4,1,4,1,1,1,2,5,0,4.95,0,0.49,0,0,1,0,0,0,1,0,0,4.77912349311153
4634,4,0,2,1,1,1,3,2,85,4.75,1,1.58,0,0,1,0,0,0,1,0,0,4.56434819146784
4360,0,0,1,1,1,1,2,30,0,4.71,0,0.29,1,0,0,0,0,0,1,0,0,4.77912349311153
3782,2,0,2,1,1,0.5,3,2,148,4.56,0,0.17,0,0,1,0,0,1,0,0,0,4.29045944114839
3984,2,0,1,1,1,1,1,30,308,5,0,0.07,0,0,1,0,0,0,1,0,0,3.89182029811063
3781,4,1,1,1,1,1,3,30,277,4.94,0,0.3,1,0,0,0,0,1,0,0,0,5.51745289646471
4146,2,0,1,1,0,1.5,5,2,134,4.48,0,0.21,1,0,0,0,0,1,0,0,0,5.48063892334199
3779,2,0,1,1,0,1,2,2,1,4.69,0,1.19,1,0,0,0,0,0,1,0,0,4.8283137373023
3813,0,0,1,1,0,2.5,2,2,0,5,0,0.07,0,0,1,0,0,0,1,0,0,4.17438726989564
4116,3,0,2,1,1,1,1,5,278,4.93,0,0.42,0,0,1,0,0,1,0,0,0,4.21950770517611
3774,4,0,1,1,1,1,2,5,61,4.23,1,0.39,0,0,1,0,0,0,1,0,0,4.44265125649032
4329,0,0,1,1,1,1,4,30,0,5,0,0.01,1,0,0,0,0,1,0,0,0,4.60517018598809
3796,0,0,1,1,1,1,2,30,0,4.5,0,0.07,0,0,1,0,0,1,0,0,0,4.06044301054642
3949,2,0,1,1,1,2,7,30,68,4.89,0,0.16,1,0,0,0,0,1,0,0,0,5.78382518232974
3772,0,0,1,1,0,1,1,30,0,4.5,0,0.03,0,0,1,0,0,0,1,0,0,4.17438726989564
4486,4,0,1,1,1,1,6,2,5,4.83,0,0.32,1,0,0,0,0,1,0,0,0,5.61677109766657
3770,0,0,1,1,1,1,1,30,0,0,0,0,0,0,1,0,0,0,1,0,0,5.29831736654804
3881,0,1,1,1,1,1,3,14,0,4.65,0,0.32,1,0,0,0,0,1,0,0,0,5.06890420222023
4341,3,1,1,1,1,1,4,4,212,4.83,0,1.43,1,0,0,0,0,1,0,0,0,4.9416424226093
3768,3,0,1,1,0,1,3,4,316,4.7,0,1.84,1,0,0,0,0,1,0,0,0,4.70048036579242
3948,0,0,1,1,1,1,2,7,0,5,1,0.07,1,0,0,0,0,1,0,0,0,4.49980967033027
3839,2,0,1,1,1,1,6,30,39,4.92,0,0.12,1,0,0,0,0,0,1,0,0,4.90527477843843
3979,0,0,2,1,1,1,2,4,0,5,0,0.09,1,0,0,0,0,1,0,0,0,5.29831736654804
3885,0,0,1,1,1,1,1,30,0,4.93,0,1.13,0,0,1,0,0,1,0,0,0,4.35670882668959
3812,2,0,1,1,1,1,2,30,126,4.39,0,0.75,1,0,0,0,0,1,0,0,0,4.8283137373023
3803,4,1,3,1,1,1,2,3,318,4.65,0,1.37,0,0,1,0,0,1,0,0,0,4.56434819146784
3763,2,0,0,1,1,1,2,30,40,4.82,0,0.76,1,0,0,0,0,0,1,0,0,5.22035582507832
3763,4,0,1,1,1,2,6,5,33,4.81,0,0.3,1,0,0,0,0,0,1,0,0,5.82600010738045
3761,4,1,2,1,1,1.5,1,1,218,4.84,0,1.29,0,0,1,0,0,0,0,1,0,4.12713438504509
3761,4,1,2,1,1,1,2,2,101,4.7,0,3.15,0,0,1,0,0,0,0,1,0,4.40671924726425
3761,1,0,8,1,1,1,4,5,365,0,0,0.01,1,0,0,0,0,0,1,0,0,6.21460809842219
3807,2,0,1,1,1,1,2,30,317,4.85,0,0.24,1,0,0,0,0,1,0,0,0,5.01063529409626
3760,3,1,9,1,1,1,2,1,0,4.81,0,0.94,0,0,1,0,0,0,1,0,0,4.14313472639153
3759,0,0,1,1,0,1,2,180,123,0,0,0,0,0,1,0,0,0,0,1,0,4.78749174278205
4308,4,1,4,1,1,2,6,3,345,4.79,0,0.37,1,0,0,0,0,1,0,0,0,6.46146817635372
4731,0,0,1,1,1,1,2,30,0,4.67,0,0.09,1,0,0,0,0,1,0,0,0,4.74493212836325
3914,3,1,2,1,1,1,4,3,218,4.49,0,2.45,1,0,0,0,0,0,1,0,0,5.2257466737132
4095,0,0,1,1,1,1,2,30,0,4.89,0,0.08,1,0,0,0,0,0,1,0,0,5.01063529409626
3757,4,0,2,1,1,2.5,10,30,64,4.77,0,0.32,1,0,0,0,0,0,1,0,0,7.87966991460429
3768,3,1,1,1,1,1,6,3,166,4.78,0,1.57,1,0,0,0,0,1,0,0,0,4.94875989037817
3766,3,0,1,1,1,1,1,30,83,4.63,0,0.71,0,0,1,0,0,0,0,1,0,4.23410650459726
3756,3,0,4,1,1,1,3,180,0,0,0,0,1,0,0,0,0,0,1,0,0,4.60517018598809
4019,3,1,3,1,1,1,7,9,20,4.78,1,1.02,1,0,0,0,0,0,1,0,0,5.85793315448346
4066,4,0,1,1,0,1,3,10,0,4.44,0,0.09,1,0,0,0,0,1,0,0,0,5.85793315448346
3753,0,0,1,1,1,1,2,30,92,4.57,0,0.26,0,0,0,1,0,1,0,0,0,4.60517018598809
3752,3,0,1,1,1,1,4,30,281,4.75,0,0.25,1,0,0,0,0,0,1,0,0,5.99146454710798
3752,2,0,1,1,0,1,2,30,260,4.73,0,0.28,1,0,0,0,0,0,0,1,0,4.90527477843843
3751,0,0,1,1,1,1.5,6,30,0,5,1,0.03,1,0,0,0,0,1,0,0,0,5.79605775076537
3751,3,0,1,1,1,1,2,7,303,4.77,0,0.39,1,0,0,0,0,1,0,0,0,5.63478960316925
3750,3,0,1,1,1,1,2,7,237,4.87,0,1.89,1,0,0,0,0,1,0,0,0,4.86753445045558
5101,2,0,2,1,1,1,2,30,35,5,0,0.03,0,0,1,0,0,1,0,0,0,4.49980967033027
3744,4,1,3,1,1,1,2,30,0,4.75,0,0.04,1,0,0,0,0,0,1,0,0,5.52146091786225
3743,2,1,1,1,1,1,1,30,220,4.82,0,0.57,1,0,0,0,0,0,1,0,0,5.52146091786225
3742,0,0,1,1,1,1,4,30,0,4.65,0,1.56,0,0,1,0,0,1,0,0,0,4.24849524204936
4071,4,1,1,1,1,1,4,3,114,4.84,0,2.02,1,0,0,0,0,0,1,0,0,6.33327962813969
3741,3,1,1,1,1,1,2,2,66,4.9,0,1.85,1,0,0,0,0,0,1,0,0,5.37063802812766
3741,2,0,1,1,1,1.5,5,4,29,4.15,0,0.27,1,0,0,0,0,1,0,0,0,5.85793315448346
3741,1,0,1,1,0,2,6,30,314,4.63,0,0.63,1,0,0,0,0,1,0,0,0,5.19295685089021
3741,2,0,1,1,1,2,4,30,63,4.71,0,0.24,1,0,0,0,0,1,0,0,0,5.52146091786225
4239,3,0,2,1,0,1,5,30,316,4.7,0,2.46,1,0,0,0,0,1,0,0,0,5.29330482472449
3739,4,0,0,1,0,1,2,30,212,4.7,1,0.88,1,0,0,0,0,0,0,1,0,4.30406509320417
3739,4,0,4,1,1,1,1,7,191,4.83,0,1.19,0,0,1,0,0,1,0,0,0,3.93182563272433
4019,0,0,2,1,1,1,2,30,0,0,0,0.01,0,0,1,0,0,0,1,0,0,4.60517018598809
4929,4,0,4,1,1,1,2,2,254,4.65,0,0.46,0,0,1,0,0,1,0,0,0,5.42934562895444
3739,0,0,2,1,1,1,2,30,0,4.69,0,0.68,0,0,1,0,0,0,0,1,0,4.38202663467388
3369,4,1,2,1,1,1,2,3,307,4.6,0,0.48,1,0,0,0,0,1,0,0,0,4.87519732320115
4000,0,0,1,1,0,1,2,3,0,4.71,0,0.44,0,0,1,0,0,1,0,0,0,4.44265125649032
3821,0,0,1,1,1,0,2,30,0,0,0,0,0,0,1,0,0,1,0,0,0,4.0943445622221
3948,2,0,1,1,1,1,1,30,122,4.81,0,0.31,0,0,1,0,0,1,0,0,0,4.8283137373023
3733,3,0,1,1,1,1,1,30,73,5,0,0.26,0,0,1,0,0,0,1,0,0,4.00733318523247
4076,2,0,1,1,1,0,2,11,262,4.85,0,1.02,0,0,1,0,0,1,0,0,0,4.59511985013459
3731,4,0,2,1,1,1,3,30,216,4.74,1,0.77,1,0,0,0,0,0,1,0,0,4.17438726989564
3732,3,0,2,1,1,1,2,30,192,4.44,0,0.17,1,0,0,0,0,1,0,0,0,4.23410650459726
4116,3,0,2,1,1,1,1,10,276,4.96,0,0.42,0,0,1,0,0,1,0,0,0,4.21950770517611
4069,0,0,1,1,1,1,2,30,0,4.75,0,0.61,1,0,0,0,0,0,1,0,0,5.01063529409626
3904,0,0,1,1,1,1,6,30,0,5,1,0.02,1,0,0,0,0,0,1,0,0,4.58496747867057
3728,3,0,1,1,1,1,2,30,73,4.64,0,0.13,1,0,0,0,0,1,0,0,0,4.4188406077966
3731,4,1,1,1,1,1,2,1,200,4.8,1,5.3,0,0,1,0,0,0,1,0,0,4.60517018598809
3970,0,0,1,1,1,1,2,30,0,5,0,0.07,1,0,0,0,0,1,0,0,0,4.23410650459726
4218,4,1,1,1,1,2,4,90,83,4.81,0,0.29,1,0,0,0,0,1,0,0,0,5.99146454710798
3971,3,1,2,1,1,1,2,3,280,4.79,0,0.97,1,0,0,0,0,0,0,1,0,4.78749174278205
3724,3,0,19,1,1,1,2,30,55,4.89,0,0.11,1,0,0,0,0,0,1,0,0,5.22035582507832
4101,0,0,0,1,1,1,1,30,0,5,0,0.01,0,0,1,0,0,1,0,0,0,4.38202663467388
3723,1,0,1,1,1,3,12,30,365,4.65,1,1.38,1,0,0,0,0,0,1,0,0,6.67076632084587
4372,4,0,2,1,1,1,6,2,221,4.69,1,2.9,1,0,0,0,0,1,0,0,0,5.82894561761021
3720,3,0,1,1,1,1,2,30,277,4.34,0,1.39,1,0,0,0,0,0,1,0,0,4.49980967033027
4202,4,0,3,1,1,1.5,3,5,247,4.08,0,1.24,0,0,1,0,0,1,0,0,0,4.00733318523247
3720,3,1,1,1,0,1,2,30,58,4.87,0,0.99,1,0,0,0,1,0,0,0,0,4.70048036579242
4087,0,0,1,1,1,1.5,4,30,0,4.6,0,0.06,1,0,0,0,0,1,0,0,0,5.10594547390058
4082,3,0,2,1,1,2,2,7,8,4.82,0,0.17,0,0,1,0,0,1,0,0,0,4.66343909411207
3716,0,0,1,1,1,1,2,30,181,4.69,0,0.46,0,0,1,0,0,0,1,0,0,4.35670882668959
4017,2,1,2,1,1,1,2,6,119,4.25,0,1.21,1,0,0,0,0,1,0,0,0,4.49980967033027
3713,0,0,1,1,1,1,3,3,155,4.84,1,1.59,1,0,0,0,0,0,1,0,0,5.24702407216049
3802,4,1,3,1,1,1,4,5,114,4.73,0,2.41,1,0,0,0,0,0,1,0,0,4.91265488573605
4437,0,0,1,1,1,1,3,30,0,4.71,0,0.43,1,0,0,0,0,1,0,0,0,5.01063529409626
3922,4,0,4,1,1,1,4,30,293,4.52,0,1.56,1,0,0,0,0,0,0,1,0,4.65396035015752
3756,3,0,4,1,1,1,3,185,36,0,0,0,1,0,0,0,0,0,1,0,0,4.60517018598809
3868,3,1,3,1,1,1,1,3,103,4.83,0,0.33,0,0,1,0,0,1,0,0,0,4.31748811353631
3711,2,0,1,1,0,1,2,30,363,4.14,0,0.15,1,0,0,0,0,1,0,0,0,5.7037824746562
4479,4,0,1,1,1,1,2,6,0,4.78,0,0.21,1,0,0,0,0,0,1,0,0,5.29330482472449
3710,3,0,1,1,1,1,2,30,22,4.41,0,2.78,1,0,0,0,0,0,0,1,0,4.44265125649032
3709,1,0,2,1,1,1,4,30,365,4.52,0,1.79,0,0,1,0,0,0,0,1,0,4.55387689160054
5112,2,0,1,1,1,1,3,30,16,4.17,0,0.33,1,0,0,0,0,0,1,0,0,4.45434729625351
3708,2,0,2,1,1,1,2,14,55,4.8,0,0.1,1,0,0,0,0,1,0,0,0,4.66343909411207
3708,2,0,2,1,1,0,1,10,0,5,0,0.01,0,0,1,0,0,1,0,0,0,4.70953020131233
3774,4,0,4,1,1,1,2,30,169,4.67,0,1.84,1,0,0,0,0,0,1,0,0,5.12989871492307
4383,3,0,4,1,1,1,2,30,272,4.69,0,0.31,1,0,0,0,0,1,0,0,0,4.38202663467388
4185,0,0,1,1,0,1,2,180,0,0,0,0,1,0,0,0,0,1,0,0,0,4.60517018598809
3705,4,0,2,1,1,1,6,3,169,4.56,1,3.2,1,0,0,0,0,0,1,0,0,5.10594547390058
3709,1,0,2,1,1,1,3,30,335,4.6,0,1.06,0,0,1,0,0,0,0,1,0,4.55387689160054
3837,0,0,1,1,1,2,8,30,0,4.6,0,0.11,1,0,0,0,0,1,0,0,0,5.85793315448346
3704,4,1,1,1,1,2,7,3,341,4.75,0,1.14,1,0,0,0,0,0,0,1,0,5.29831736654804
3704,0,0,1,1,1,2,5,30,31,4.67,1,0.07,1,0,0,0,0,1,0,0,0,5.52146091786225
4137,3,1,0,1,1,1,2,30,248,4.58,0,0.29,1,0,0,0,0,1,0,0,0,5.14749447681345
3704,0,0,2,1,1,1,2,30,87,4.67,0,0.03,0,0,1,0,0,0,1,0,0,5.89715386763674
3760,3,1,9,1,1,1,3,2,0,4.61,0,0.65,0,0,1,0,0,0,1,0,0,4.39444915467244
4424,0,0,1,1,1,1.5,2,30,0,4.82,1,0.15,1,0,0,0,0,0,1,0,0,4.60517018598809
3839,0,0,1,1,1,0,2,365,365,4,0,0.01,1,0,0,0,0,1,0,0,0,4.60517018598809
3702,0,0,1,1,1,1,5,1,0,4.38,0,1.91,1,0,0,0,0,0,1,0,0,4.88280192258637
3285,4,1,8,1,1,1,3,30,365,4.7,0,0.09,1,0,0,0,0,0,1,0,0,5.4380793089232
3285,4,1,8,1,1,1,3,30,307,4.9,0,0.22,1,0,0,0,0,0,1,0,0,5.34233425196481
3285,4,1,8,1,1,1,3,30,338,4.75,0,0.14,1,0,0,0,0,0,1,0,0,5.2257466737132
1815,0,0,1,1,1,1,3,30,0,4.89,1,0.82,1,0,0,0,0,0,1,0,0,5.70044357339069
3701,0,0,0,1,1,1,1,30,0,0,0,0.01,0,0,1,0,0,0,1,0,0,3.91202300542815
3996,0,0,0,1,0,1,2,90,0,0,0,0,1,0,0,0,0,0,1,0,0,4.70048036579242
3702,3,1,1,1,1,1,3,30,287,4.64,0,1.09,1,0,0,0,0,0,1,0,0,5.7037824746562
3904,0,0,4,1,1,1,2,30,66,4.87,0,0.93,0,0,1,0,0,1,0,0,0,4.00733318523247
3698,3,1,1,1,1,1,2,7,35,4.88,0,1.09,1,0,0,0,0,1,0,0,0,5.27299955856375
4509,4,1,2,1,1,1.5,4,3,31,5,0,0.62,1,0,0,0,0,1,0,0,0,5.52146091786225
3695,2,0,3,1,1,1,3,30,294,4.13,0,0.14,0,0,1,0,0,1,0,0,0,3.80666248977032
3695,4,1,2,1,1,1,5,30,59,4.79,0,0.56,1,0,0,0,0,1,0,0,0,5.01063529409626
3736,2,0,1,1,1,1.5,5,30,0,4.88,0,0.07,1,0,0,0,0,1,0,0,0,5.41610040220442
3694,0,0,5,1,1,1,2,30,0,4.91,0,1.58,0,0,0,1,0,0,0,1,0,3.66356164612965
